160051121.0	161425425.0	66944616.0
78402038.0	75332677.0	135531951.0
57388061.0	60523499.0	195528161.0
67428037.0	43699936.0	28157005.0
51651090.0	25483986.0	126060249.0
169199653.0	118625002.0	20878093.0
206566877.0	188223203.0	207135843.0
97777874.0	90543388.0	104392441.0
117325969.0	113937334.0	116890784.0
119700313.0	126175771.0	89533868.0
12494513.0	13531710.0	55799149.0
185233994.0	174467589.0	206152012.0
132685906.0	135753853.0	67006693.0
181296870.0	180100589.0	67603692.0
179206356.0	145226677.0	85810934.0
143403400.0	135487843.0	100889345.0
76813760.0	197135648.0	78954077.0
76759214.0	200155429.0	99527158.0
116067447.0	118003536.0	108717528.0
168540488.0	168353092.0	161473744.0
153456338.0	162155076.0	107418026.0
131071629.0	124935520.0	152589731.0
205679562.0	198506103.0	71589429.0
194036369.0	185889420.0	152758094.0
201596642.0	167242323.0	142451414.0
117539685.0	134031768.0	104052163.0
146631450.0	145698281.0	153959885.0
74758954.0	75109720.0	174467589.0
65013792.0	65418795.0	141261213.0
208199868.0	206194692.0	48804917.0
130215137.0	123315049.0	131899686.0
183886139.0	197698109.0	197000646.0
86275433.0	85151247.0	133965781.0
185890471.0	177648624.0	136937876.0
83458106.0	70370928.0	157068691.0
144423285.0	143156698.0	103500571.0
78085002.0	78065506.0	71952466.0
99800269.0	137958893.0	35167273.0
41573767.0	41941979.0	104840157.0
142112070.0	152105537.0	196092802.0
195688174.0	195490463.0	63658431.0
181928002.0	181439133.0	167102644.0
154445400.0	67492191.0	52650906.0
140999210.0	166325849.0	212554689.0
90779655.0	92916739.0	181977176.0
125977548.0	61978730.0	60746056.0
161956130.0	159471990.0	104703732.0
158212160.0	155490682.0	156848524.0
142497275.0	137862221.0	154104445.0
199392842.0	205297286.0	213153643.0
157510498.0	166322774.0	126956136.0
94201596.0	174489557.0	205473164.0
197085102.0	194510316.0	29268043.0
19052096.0	16891444.0	130186710.0
67418971.0	60566458.0	148995262.0
199381342.0	199381367.0	133870813.0
116988830.0	116410270.0	127664122.0
158846239.0	158067833.0	75739543.0
167039202.0	168555547.0	157734754.0
167456202.0	192088366.0	193059683.0
170136889.0	119924711.0	76110095.0
150120791.0	148895554.0	204550844.0
100224625.0	159925773.0	145359375.0
182139204.0	166034131.0	154964324.0
95154136.0	71478031.0	62045502.0
154593137.0	172373814.0	104997215.0
206213943.0	195314558.0	130319294.0
116942164.0	104624365.0	144042724.0
202607050.0	206532131.0	105192672.0
59006801.0	54695276.0	207655224.0
70395983.0	63108981.0	56225736.0
136205879.0	168686681.0	156903966.0
126605485.0	133327131.0	180266107.0
117319387.0	112216433.0	115201114.0
192571044.0	127379154.0	54844345.0
155729293.0	182588707.0	70838384.0
125080994.0	101275734.0	143406902.0
67921531.0	78612497.0	181884329.0
131274100.0	174989273.0	176029560.0
169025598.0	192546801.0	166706433.0
48291468.0	84502971.0	68442899.0
91771226.0	92193770.0	70160548.0
62767402.0	66011014.0	196350870.0
